sNoPlace,nLongitude,nLatitude,nPositionCentreLongitude,nPositionCentreLatitude,sStatut,sGenre,sType,sAutreTete,sNomRue,nSupVelo,sTypeExploitation,nTarifHoraire,sLocalisation,nTarifMax
PG316,-73.591249326603460000,45.517737507292630000,-73.591315599231123000,45.517720311303300000,1,NORMAL,Double,PG317,Parc,0,Régulier Payez-Partez,300,S,
PG317,-73.591249326603460000,45.517737507292630000,-73.591245263824419000,45.517689207571117000,1,NORMAL,Double,PG316,Parc,0,Régulier Payez-Partez,300,S,
PG318,-73.591110976840881000,45.517676653514364000,-73.591176181314054000,45.517658657819908000,1,NORMAL,Double,PG319,Parc,0,Régulier Payez-Partez,300,S,
PG319,-73.591110976840881000,45.517676653514364000,-73.591104996510850000,45.517627178311578000,1,NORMAL,Double,PG318,Parc,0,Régulier Payez-Partez,300,S,
PG320,-73.590966543145925000,45.517613131885874000,-73.591033811786986000,45.517595698758669000,1,NORMAL,Double,PG321,Parc,1,Régulier Payez-Partez,300,S,
PG321,-73.590966543145925000,45.517613131885874000,-73.590967944883857000,45.517566570799616000,1,NORMAL,Double,PG320,Parc,1,Régulier Payez-Partez,300,S,
PG323,-73.590778059980465000,45.517530244521261000,-73.590837482188221000,45.517511315094183000,1,NORMAL,Double,PG324,Parc,1,Régulier Payez-Partez,300,S,
PG324,-73.590778059980465000,45.517530244521261000,-73.590777734364110000,45.517484892961619000,1,NORMAL,Double,PG323,Parc,1,Régulier Payez-Partez,300,S,
PG327,-73.590564957569953000,45.517435795414919000,-73.590610157470536000,45.517410785545806000,1,NORMAL,Simple,,Parc,1,Régulier Payez-Partez,300,S,
PG328,-73.590487055578365000,45.517402410068826000,-73.590550541976157000,45.517384421720067000,1,NORMAL,Double,PG329,Parc,1,Régulier Payez-Partez,300,S,
PG329,-73.590487055578365000,45.517402410068826000,-73.590483651663249000,45.517354840676752000,1,NORMAL,Double,PG328,Parc,1,Régulier Payez-Partez,300,S,
PG330,-73.590370305584614000,45.517323775233827000,-73.590412934541277000,45.517324419169910000,1,NORMAL,Double,PG331,Parc,0,Régulier Payez-Partez,300,S,
PG331,-73.590370305584614000,45.517323775233827000,-73.590342213518255000,45.517293995907153000,1,NORMAL,Double,PG330,Parc,0,Régulier Payez-Partez,300,S,
PG332,-73.590212784289591000,45.517281619921739000,-73.590279159755411000,45.517264407354162000,1,NORMAL,Double,PG333,Parc,0,Régulier Payez-Partez,300,S,
PG333,-73.590212784289591000,45.517281619921739000,-73.590219675273659000,45.517239066640457000,1,NORMAL,Double,PG332,Parc,0,Régulier Payez-Partez,300,S,
PG334,-73.590053409518120000,45.517211561904425000,-73.590110742244249000,45.517190892356624000,1,NORMAL,Double,PG335,Parc,1,Régulier Payez-Partez,300,S,
PG335,-73.590053409518120000,45.517211561904425000,-73.590049704664551000,45.517163899160664000,1,NORMAL,Double,PG334,Parc,1,Régulier Payez-Partez,300,S,
PG336,-73.589959576676051000,45.517170217840096000,-73.589978565471355000,45.517132438563358000,1,NORMAL,Simple,,Parc,0,Régulier Payez-Partez,300,S,
PG337,-73.589896749849288000,45.517142570199773000,-73.589915344134454000,45.517105495694089000,1,NORMAL,Simple,,Parc,0,Régulier Payez-Partez,300,S,
PG346,-73.591178163746562000,45.522202140088908000,-73.591114642995308000,45.522213874887946000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG347,-73.591039899669013000,45.522137659848347000,-73.591044707217421000,45.522181865587072000,1,NORMAL,Double,PG348,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG348,-73.591039899669013000,45.522137659848347000,-73.590977708250804000,45.522152563710428000,1,NORMAL,Double,PG347,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG349,-73.590969416431463000,45.522104907832279000,-73.590911582150156000,45.522122297937905000,1,HANDICAPÉ,Simple,,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG350,-73.590886648073749000,45.522066460561753000,-73.590848046656731000,45.522093217814124000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG351,-73.590777298171261000,45.522015652558707000,-73.590779628494445000,45.522061902824959000,1,NORMAL,Double,PG352,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG352,-73.590777298171261000,45.522015652558707000,-73.590715054119059000,45.522032347067288000,1,NORMAL,Double,PG351,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG357,-73.590438198340820000,45.521860609134777000,-73.590409495880607000,45.521892491830734000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG358,-73.590346940405837000,45.521820062566697000,-73.590350371692793000,45.521865430276840000,1,NORMAL,Double,PG359,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG359,-73.590346940405837000,45.521820062566697000,-73.590284688135355000,45.521836622036510000,1,NORMAL,Double,PG358,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG360,-73.590253065947223000,45.521776206581237000,-73.590218722334157000,45.521808134293664000,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG361,-73.590152418760127000,45.521731564004256000,-73.590159116772057000,45.521780852227714000,1,NORMAL,Double,PG362,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG362,-73.590152418760127000,45.521731564004256000,-73.590089052082249000,45.521748782841080000,1,NORMAL,Double,PG361,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG363,-73.590052088277275000,45.521684743475582000,-73.590028065849609000,45.521720868700235000,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG364,-73.589996966507655000,45.521659645383750000,-73.589962532803909000,45.521689534567820000,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG365,-73.589909176626179000,45.521618096909691000,-73.589891845095195000,45.521657990917525000,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG368,-73.589713086034138000,45.521532217365618000,-73.589719778301813000,45.521578105812758000,1,NORMAL,Double,PG369,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG369,-73.589713086034138000,45.521532217365618000,-73.589646128354232000,45.521545714698327000,1,NORMAL,Double,PG368,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG370,-73.589570648938277000,45.521465659985758000,-73.589576412005584000,45.521513804170652000,1,NORMAL,Double,PG371,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG371,-73.589570648938277000,45.521465659985758000,-73.589511033552952000,45.521483879111564000,1,NORMAL,Double,PG370,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG377,-73.590792728479755000,45.522210995953323000,-73.590836642439484000,45.522210089885093000,1,NORMAL,Double,PG378,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG378,-73.590792728479755000,45.522210995953323000,-73.590776327990540000,45.522182484018408000,1,NORMAL,Double,PG377,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG379,-73.590660577713734000,45.522150510522835000,-73.590712874563266000,45.522153441380453000,1,NORMAL,Double,PG380,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG380,-73.590660577713734000,45.522150510522835000,-73.590643213201261000,45.522121557295286000,1,NORMAL,Double,PG379,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG381,-73.590588192765765000,45.522136309255920000,-73.590580208343752000,45.522092719831846000,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG382,-73.590488015403821000,45.522089857926396000,-73.590517203550704000,45.522063882333470000,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG383,-73.590443629831157000,45.522070789473396000,-73.590451732445885000,45.522033915928603000,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG384,-73.590376632223283000,45.522040139957113000,-73.590391866804879000,45.522006515107172000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG385,-73.590285256790736000,45.521998315661108000,-73.590328637988534000,45.521977574879415000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG386,-73.590218431943057000,45.521945512472996000,-73.590260252284963000,45.521946274238267000,1,NORMAL,Double,PG387,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG387,-73.590218431943057000,45.521945512472996000,-73.590194288958003000,45.521916082265605000,1,NORMAL,Double,PG386,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG388,-73.590152758794972000,45.521915079039644000,-73.590130611914446000,45.521886936677213000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG389,-73.590024068565597000,45.521856550405985000,-73.590066934936743000,45.521857791053129000,1,NORMAL,Double,PG390,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG390,-73.590024068565597000,45.521856550405985000,-73.590003258024794000,45.521828645393327000,1,NORMAL,Double,PG389,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG391,-73.589894550412268000,45.521797268308568000,-73.589941167444721000,45.521797854906310000,1,NORMAL,Double,PG392,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG392,-73.589894550412268000,45.521797268308568000,-73.589877490665231000,45.521768709176015000,1,NORMAL,Double,PG391,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG393,-73.589753979614741000,45.521754616716848000,-73.589810674960219000,45.521738126645836000,1,NORMAL,Double,PG394,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG394,-73.589753979614741000,45.521754616716848000,-73.589743859327541000,45.521707544076357000,1,NORMAL,Double,PG393,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG395,-73.589642890072923000,45.521703584031968000,-73.589681752243877000,45.521679116619808000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG396,-73.589572498920347000,45.521671541952905000,-73.589622784204280000,45.521652125897866000,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG398,-73.589416754621979000,45.521600549606354000,-73.589475700670775000,45.521584802899895000,1,NORMAL,Double,PG399,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG399,-73.589416754621979000,45.521600549606354000,-73.589417853889216000,45.521558325204637000,1,NORMAL,Double,PG398,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG402,-73.589209630490004000,45.521320204383692000,-73.589161710947295000,45.521323985808003000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG403,-73.589095693424937000,45.521248441069183000,-73.589095753097467000,45.521295136688998000,1,NORMAL,Double,PG404,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG404,-73.589095693424937000,45.521248441069183000,-73.589031949201185000,45.521265931839693000,1,NORMAL,Double,PG403,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG405,-73.589022508661984000,45.521213899271864000,-73.588973714653719000,45.521237608074898000,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG409,-73.588771143037235000,45.521100697027876000,-73.588741185148862000,45.521131171957208000,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG410,-73.588679718489587000,45.521058475549246000,-73.588677815403557000,45.521103665161625000,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG411,-73.588614858694683000,45.521026518566323000,-73.588615403268577000,45.521075096938191000,1,NORMAL,Double,PG412,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG412,-73.588614858694683000,45.521026518566323000,-73.588550208541733000,45.521045254957698000,1,NORMAL,Double,PG411,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG413,-73.588530406380627000,45.520989690600018000,-73.588489027724535000,45.521015582113115000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG415,-73.588339719929195000,45.520902535726030000,-73.588337395552614000,45.520946174173304000,1,NORMAL,Double,PG416,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG416,-73.588339719929195000,45.520902535726030000,-73.588276765273889000,45.520919452349254000,1,NORMAL,Double,PG415,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG417,-73.588206946135656000,45.520841386203280000,-73.588209411512707000,45.520888621728815000,1,NORMAL,Double,PG418,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG418,-73.588206946135656000,45.520841386203280000,-73.588147059463992000,45.520861620335836000,1,NORMAL,Double,PG417,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG422,-73.587921834294122000,45.520736432242906000,-73.587936583236981000,45.520763675396175000,1,NORMAL,Double,PG423,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG423,-73.587921834294122000,45.520736432242906000,-73.587872524304828000,45.520734352604379000,1,NORMAL,Double,PG422,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG424,-73.587809806942531000,45.520659744475331000,-73.587806671792052000,45.520704208737172000,1,NORMAL,Double,PG425,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG425,-73.587809806942531000,45.520659744475331000,-73.587742484877282000,45.520674827227140000,1,NORMAL,Double,PG424,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG428,-73.587588966394449000,45.520557197254583000,-73.587586974416567000,45.520603642156694000,1,NORMAL,Double,PG429,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG429,-73.587588966394449000,45.520557197254583000,-73.587530730989258000,45.520577896574856000,1,NORMAL,Double,PG428,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG432,-73.587367624086198000,45.520480835644364000,-73.587338299423450000,45.520489810112743000,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG433,-73.587275416133096000,45.520415523431318000,-73.587277091705857000,45.520461791863255000,1,NORMAL,Double,PG434,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG434,-73.587275416133096000,45.520415523431318000,-73.587215884049129000,45.520433773581743000,1,NORMAL,Double,PG433,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG435,-73.587146424176836000,45.520356574390014000,-73.587147726143783000,45.520402573698071000,1,NORMAL,Double,PG436,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG436,-73.587146424176836000,45.520356574390014000,-73.587083828176020000,45.520373323769029000,1,NORMAL,Double,PG435,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG437,-73.587017126208380000,45.520298228328556000,-73.587019930274309000,45.520344073804921000,1,NORMAL,Double,PG438,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG438,-73.587017126208380000,45.520298228328556000,-73.586958498669972000,45.520315952753222000,1,NORMAL,Double,PG437,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG439,-73.586859747692145000,45.520233757566039000,-73.586838998680278000,45.520261250027509000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG440,-73.586774423447423000,45.520194436401738000,-73.586781378692990000,45.520234873620886000,1,NORMAL,Double,PG441,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG441,-73.586774423447423000,45.520194436401738000,-73.586714935030372000,45.520209061396741000,1,NORMAL,Double,PG440,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG442,-73.586645803869132000,45.520135576494042000,-73.586643954731287000,45.520182632000925000,1,NORMAL,Double,PG443,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG443,-73.586645803869132000,45.520135576494042000,-73.586586110713668000,45.520156152864025000,1,NORMAL,Double,PG442,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG450,-73.588832972127293000,45.521316417448581000,-73.588854663374221000,45.521300538162798000,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG451,-73.588728429245805000,45.521289255727453000,-73.588791211926093000,45.521271494451405000,1,NORMAL,Double,PG452,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG452,-73.588728429245805000,45.521289255727453000,-73.588724301308503000,45.521240867298971000,1,NORMAL,Double,PG451,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG453,-73.588593540148480000,45.521226920512149000,-73.588654604159245000,45.521208964584027000,1,NORMAL,Double,PG454,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG454,-73.588593540148480000,45.521226920512149000,-73.588584907088730000,45.521177061826343000,1,NORMAL,Double,PG453,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG455,-73.588454186473157000,45.521158046755971000,-73.588515210096844000,45.521145159025885000,1,NORMAL,Double,PG456,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG456,-73.588454186473157000,45.521158046755971000,-73.588445513183800000,45.521113256182666000,1,NORMAL,Double,PG455,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG457,-73.588335746435447000,45.521103644085422000,-73.588375816349526000,45.521081353296680000,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG458,-73.588290114482859000,45.521080598462611000,-73.588309322568378000,45.521050916495852000,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG459,-73.588196472570019000,45.521017551176541000,-73.588240608649045000,45.521020906937984000,1,NORMAL,Double,PG460,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG460,-73.588196472570019000,45.521017551176541000,-73.588178342928885000,45.520992405352651000,1,NORMAL,Double,PG459,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG462,-73.587979682816567000,45.520938870184537000,-73.588032511989624000,45.520925652277327000,1,NORMAL,Double,PG463,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG463,-73.587979682816567000,45.520938870184537000,-73.587974090027657000,45.520898909942417000,1,NORMAL,Double,PG462,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG464,-73.587816343956419000,45.520846384312932000,-73.587860197394832000,45.520844738159440000,1,NORMAL,Double,PG465,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG465,-73.587816343956419000,45.520846384312932000,-73.587803313013140000,45.520818699485410000,1,NORMAL,Double,PG464,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG469,-73.587639421750552000,45.520765686486889000,-73.587637414545682000,45.520742759601646000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG472,-73.587463574189385000,45.520706887776797000,-73.587474682171020000,45.520670963227467000,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG473,-73.587338584352764000,45.520645753277286000,-73.587401142918367000,45.520637300361209000,1,NORMAL,Double,PG474,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG474,-73.587338584352764000,45.520645753277286000,-73.587332312050862000,45.520605792696976000,1,NORMAL,Double,PG473,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG475,-73.587209642922843000,45.520586750280714000,-73.587263481260322000,45.520574284991014000,1,NORMAL,Double,PG476,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG476,-73.587209642922843000,45.520586750280714000,-73.587202497692417000,45.520546369332998000,1,NORMAL,Double,PG475,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG477,-73.587080611992249000,45.520527639225378000,-73.587137030105666000,45.520516401017765000,1,NORMAL,Double,PG478,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG478,-73.587080611992249000,45.520527639225378000,-73.587071562588534000,45.520486432663908000,1,NORMAL,Double,PG477,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG479,-73.586964350117952000,45.520455628679784000,-73.587009682396442000,45.520458106376935000,1,NORMAL,Double,PG480,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG480,-73.586964350117952000,45.520455628679784000,-73.586945111827418000,45.520428548477028000,1,NORMAL,Double,PG479,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG481,-73.586900637908116000,45.520426007223101000,-73.586880541325854000,45.520398990540414000,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG482,-73.586773669394120000,45.520368342139356000,-73.586815970892005000,45.520369432567080000,1,NORMAL,Double,PG483,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG483,-73.586773669394120000,45.520368342139356000,-73.586744450247195000,45.520336692962466000,1,NORMAL,Double,PG482,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG484,-73.586602113921415000,45.520312266502991000,-73.586667548831386000,45.520301490141200000,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG492,-73.586212270190160000,45.519957014102324000,-73.586169637472807000,45.519964936752999000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG493,-73.586091861980123000,45.519902326398864000,-73.586104865601499000,45.519936041622493000,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG494,-73.586023202152418000,45.519872538798985000,-73.586040093796484000,45.519907146455964000,1,NORMAL,Double,PG495,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG495,-73.586023202152418000,45.519872538798985000,-73.585975322057720000,45.519878251252536000,1,NORMAL,Double,PG494,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG496,-73.585892913078069000,45.519813665101594000,-73.585910550385236000,45.519849356012173000,1,NORMAL,Double,PG497,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG497,-73.585892913078069000,45.519813665101594000,-73.585845778779031000,45.519820460733996000,1,NORMAL,Double,PG496,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG498,-73.585820072201841000,45.519780072169780000,-73.585781007239106000,45.519791565419787000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG499,-73.585764449768831000,45.519754379413051000,-73.585716235765446000,45.519762670068666000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG500,-73.585633325534701000,45.519696482164392000,-73.585651464358065000,45.519733774680610000,1,NORMAL,Double,PG501,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG501,-73.585633325534701000,45.519696482164392000,-73.585586693016964000,45.519704879255634000,1,NORMAL,Double,PG500,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG502,-73.585503025928844000,45.519639264011026000,-73.585521921742128000,45.519675983792858000,1,NORMAL,Double,PG503,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG503,-73.585503025928844000,45.519639264011026000,-73.585457150533600000,45.519647088294057000,1,NORMAL,Double,PG502,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG504,-73.585434681244891000,45.519609137279488000,-73.585392379391308000,45.519618192758308000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG505,-73.585379992644633000,45.519585753626650000,-73.585326232730281000,45.519588683510577000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG506,-73.585243116047067000,45.519522479530117000,-73.585260086138518000,45.519559174225236000,1,NORMAL,Double,PG507,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG507,-73.585243116047067000,45.519522479530117000,-73.585194264418689000,45.519529809801611000,1,NORMAL,Double,PG506,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG508,-73.585117292819362000,45.519465377833043000,-73.585129670079610000,45.519500992871677000,1,NORMAL,Double,PG509,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG509,-73.585117292819362000,45.519465377833043000,-73.585065075806313000,45.519472175905015000,1,NORMAL,Double,PG508,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG510,-73.585006211477079000,45.519413825300077000,-73.585000481599053000,45.519443358901690000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG511,-73.584980034292357000,45.519402399746639000,-73.584935887457718000,45.519414541861586000,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG512,-73.584863942258821000,45.519351380777657000,-73.584871293382292000,45.519385724784769000,1,NORMAL,Double,PG513,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG513,-73.584863942258821000,45.519351380777657000,-73.584805740475886000,45.519356479880933000,1,NORMAL,Double,PG512,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG514,-73.584749969436970000,45.519301326169625000,-73.584741001751439000,45.519327598139000000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG515,-73.584719856599776000,45.519287560781109000,-73.584676319506912000,45.519298741528317000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG516,-73.584604582712743000,45.519235643311177000,-73.584611703122917000,45.519269914232581000,1,NORMAL,Double,PG517,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG517,-73.584604582712743000,45.519235643311177000,-73.584548771441348000,45.519241838469661000,1,NORMAL,Double,PG516,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG518,-73.584472234052697000,45.519179026514678000,-73.584483263411599000,45.519212613252144000,1,NORMAL,Double,PG519,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG519,-73.584472234052697000,45.519179026514678000,-73.584417755449493000,45.519183387996883000,1,NORMAL,Double,PG518,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG520,-73.584344969233726000,45.519120188785479000,-73.584352247555188000,45.519154162703863000,1,NORMAL,Double,PG521,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG521,-73.584344969233726000,45.519120188785479000,-73.584286739728810000,45.519124937372162000,1,NORMAL,Double,PG520,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG522,-73.584215087317105000,45.519062584289436000,-73.584219330843098000,45.519094863841566000,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PG529,-73.585905333133283000,45.519974035016887000,-73.585904221071402000,45.519946566801593000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG530,-73.585794974602663000,45.519921695874416000,-73.585845258226342000,45.519920118458039000,1,NORMAL,Double,PG531,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG531,-73.585794974602663000,45.519921695874416000,-73.585780721282717000,45.519891169736027000,1,NORMAL,Double,PG530,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG532,-73.585658153493938000,45.519864990603196000,-73.585716184405228000,45.519862220977338000,1,NORMAL,Double,PG533,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG533,-73.585658153493938000,45.519864990603196000,-73.585651647593920000,45.519833272181998000,1,NORMAL,Double,PG532,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG534,-73.585535572051512000,45.519805979753698000,-73.585587110848763000,45.519804323350016000,1,NORMAL,Double,PG535,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG535,-73.585535572051512000,45.519805979753698000,-73.585517130998667000,45.519772932864882000,1,NORMAL,Double,PG534,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG536,-73.585405649306551000,45.519748387123812000,-73.585454554767779000,45.519744863314976000,1,NORMAL,Double,PG537,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG537,-73.585405649306551000,45.519748387123812000,-73.585391978599105000,45.519716793730595000,1,NORMAL,Double,PG536,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG539,-73.585217641710926000,45.519664415285533000,-73.585261500040900000,45.519660364364483000,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG540,-73.585144965378319000,45.519632398554862000,-73.585196062591194000,45.519631171427051000,1,NORMAL,Double,PG541,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG541,-73.585144965378319000,45.519632398554862000,-73.585130625209132000,45.519601978451014000,1,NORMAL,Double,PG540,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PG542,-73.585014846548503000,45.519575037698274000,-73.585065187894585000,45.519572785437326000,1,NORMAL,Double,PG543,Saint-Laurent,1,Régulier Payez-Partez,300,S,
